,username,location,text,hashtags,tweet_date
6431,Margi✌🏻❤️🙏🇺🇸🇺🇸🐕🐕🐕🐕🐕❤️🙏🙏👁👁,Madison Alabama ,"Woke Hollywood is bizarre 
we had ice age will reoccur 70’s -80 
we had Global warming  90-2010
propaganda nothing happened 
now climate change 2010-now 
heard new climate science on showtime movie 
#LGB 
cupcake she is smarter then  any demorat 🐁 https://t.co/9o9sEsXems","[{'text': 'LGB', 'indices': [199, 203]}]",2021-11-24 13:59:43
6432,Steve Davies,,@lklfaith @LoveDJT45POTUS At sea level!..What happy to climate change.. or is it climate crisis? Or wasn’t it global warming? #ClimateCrisis #LiberalHypocrisy,"[{'text': 'ClimateCrisis', 'indices': [126, 140]}, {'text': 'LiberalHypocrisy', 'indices': [141, 158]}]",2021-11-24 13:56:04
6433,The Notorious R.B.F.,,"@mattshanahan1 @tressiemcphd Oh, look, the Oath Keepers and Proud Boys suddenly care about climate change.

And still call it ""global warming"".

Surely this is not just a racist troll thinking a Black woman will actually feel harassed by him as though he matters, LOL.",[],2021-11-24 13:56:00
6434,David McMillan,Scotland,"Albatross ‘divorce’ rates up due to #climatechange, study finds https://t.co/brkPSRuiJe","[{'text': 'climatechange', 'indices': [36, 50]}]",2021-11-24 13:49:18
6435,Dr. Michael Shank,Abenaki land,"“As ocean and atmospheric scientists focused on climate, we believe that oceanic oxygen levels are the next big casualty of global warming. To stop this, we need to… expand our attention to the perilous state of oceanic oxygen levels. https://t.co/4BvMxd0gej",[],2021-11-24 13:48:41
6436,Greta Thunberg News,The Planet,"Albatross ‘divorce’ rates up due to climate change, study finds
https://t.co/EdlECaFPhg",[],2021-11-24 13:44:31
6437,Brianna Tucker,"Washington, DC","Last month, @exxonmobil CEO Darren Woods assured lawmakers his company neither disputed the scientific consensus on climate change nor lobbied against efforts to cut carbon pollution.
https://t.co/xImJeqUeh9",[],2021-11-24 13:43:24
6438,CESaRE (C-Zar),Trinidad and Tobago,"Climate change affects our #oceans on several fronts. 🌡️⠀
⠀
Excessive #GreenhouseGas emissions lead to global warming, which results in melting glaciers and higher sea temperatures. These then lead to sea-level rise and coastal #flooding.⠀
⠀
Warmer w… https://t.co/ZgvVZhwNVh https://t.co/An0AeOYRSb","[{'text': 'oceans', 'indices': [27, 34]}, {'text': 'GreenhouseGas', 'indices': [70, 84]}, {'text': 'flooding', 'indices': [228, 237]}]",2021-11-24 13:39:31
6439,Matthias Berninger,"Washington, DC","#COP26 will probably help limit global warming, but at a level above the 1.5°C scenario. How can we reduce every greenhouse gas, and how can we help people adapt to growing climate change impacts? Read more in my  120 months newsletter. https://t.co/v5WY4ubrMh","[{'text': 'COP26', 'indices': [0, 6]}]",2021-11-24 13:27:15
6440,Abraham Hoffman,,"@catturd2 CatTurdBrain-- The main threat of global catastrophe from rising sea level due to global warming is decades away, but already affecting Hawaii--  https://t.co/zAjQb05svS",[],2021-11-24 13:26:18
6441,nhveteran,,"Enjoy your most EXPENSIVE Thanksgiving ever, I'm going to my BILLIONAIRE friends house on Nantucket island.  ...and no, we aren't worried about rising seas from global warming/climate change.  Suck it up. 
#LetsGoBrandon https://t.co/ffWtbWzgJj","[{'text': 'LetsGoBrandon', 'indices': [206, 220]}]",2021-11-24 13:23:33
6442,𝖏𝖔𝖏𝖔,London,can we just agree that Eternals is literally about global warming and climate change ending humanity,[],2021-11-24 13:14:44
6443,Magic Sherep #LabanLeni2022,Quezon City,"Pls work at an effective climate change policy @lenirobredo. If you care about the plight of Filipinos, you need to focus on this issue. Global warming, sea level rise &amp; the climatic events associated will be amongst the biggest sources of suffering for people in this country.",[],2021-11-24 13:14:05
6444,Debbie222,,"@SmexyGhosty @politicalwilli That is why they went to "" climate change"" and I am sure it is a sign of global warming!!",[],2021-11-24 13:00:36
6445,Jonathan Bergdahl,Finchley,"Is this the hull story?
 https://t.co/raNOGEIqs7",[],2021-11-24 12:54:45
6446,Ananda Sangeetam,Delta_x,"This is NOT climate change although global warming is real. 

Sea ice waxes and wanes with the seasons, but minimum and maximum extents rarely match from year to year; over years and decades, summer and winter extents vary. https://t.co/cD3ee5st5E",[],2021-11-24 12:54:13
6447,fiki,Bulgaria,"@1487f093q7huweo @Nabbelchen @PrisonPlanet That's why they changed it from ""global warming"" to ""climate change"". Now absolutely anything and everything can be climate change. Warm, cold, polution, disease... you name it.",[],2021-11-24 12:54:02
6448,Ananda Sangeetam,Delta_x,"@vishwamTOI But, this picture is not climate change. Please stop perpetuating half baked stuff. Ice/snow/water cycle is a complex phenomenon. This is NOT global warming although global warming is real. Anyhow...",[],2021-11-24 12:50:10
6449,Fanelesibonge Mabaso,,"@MTshwete Coal is the past. Africa is the worst hit by climate change, we have the resources to go green, the west doesnt. They will silently acquire them while we are stuck on coal, then we will complain latter on. Global warming is a real thing, Durban &amp; Moz Storms, Drying of WC n Kenya",[],2021-11-24 12:43:13
6450,Circovid,clownWorld,"@LozzaFox Global warming is a total farce, here in Peru the last three years spring and summer were not warm enough like they used to be, they changed the name to climate change to suit all variations of the weather, they are all lies!!!",[],2021-11-24 12:39:28
6451,🌱💧Camilla,,"Fascinating: America's pioneer glacial geologist in the late nineteenth century, T.C.Chamberlin went on to seek a theory of climate change and was one of the first to emphasize carbon dioxide as a major regulator of Earth's temperature, thus anticipating modern global warming",[],2021-11-24 12:28:35
6452,The Independent,"London, England","Albatross ‘divorce’ rates up due to climate change, study finds https://t.co/6uGLw5v2A9",[],2021-11-24 12:20:53
6453,Complaints Committee,"Nairobi, Kenya","You don’t have to be a scientist to know climate change is real - CS Keriako Tobiko @Environment_Ke 
https://t.co/OFe78Hn8vf",[],2021-11-24 12:19:30
6454,Education Institute TXST,,"ActNow is the UN campaign for individual action on climate change and sustainability.
We all can help limit global warming and take care of our planet. 
By making choices that have less harmful effects on the environment, we can be part of the solution and influence change. https://t.co/D2897HXSGX",[],2021-11-24 12:17:20
6455,CelloMom on Cars,USA,"""While thermal abrasion — where the Arctic Ocean’s combined mechanical and thermal energy erodes sea coasts — is a natural process, global warming has made it significantly more intense.""

https://t.co/XoAVZtqNLT",[],2021-11-24 12:14:18
6456,Serge M,,"Albatross ‘divorce’ rates up due to climate change, study finds https://t.co/4kDV13jULD",[],2021-11-24 12:04:31
6457,Glenn 🏴🌝🖤,Destination Fucked,"@soetsappies No its not and no we don't have that much of an impact at all.
Remember the hole in the ozone layer? Then it's was global warming. All the icebergs were going to melt before 2020. Now its climate change. Queue the carbon passport. The coof dompas is just a tester.",[],2021-11-24 12:00:04
6458,TA,,Global warming nutjobs having moved from climate change now move to erratic weather patterns? It’s all a f@cking con led by this nut job @BorisJohnson and Princess nut nut. https://t.co/5RVxzBb1gJ,[],2021-11-24 11:59:31
6459,Richard Blaber,"Northamptonshire, England.","Albatross ‘divorce’ rates up due to climate change, study finds https://t.co/aPgaNFKTGs",[],2021-11-24 11:51:42
6460,Tom Harwood,London,Counterpoint: having more babies is exactly what we need to do to combat global warming: https://t.co/YtVAMLBOQA https://t.co/3as757Fb7G,[],2021-11-24 11:50:11
6461,A Travel Companion,"City of London, London","#Climatechange: Ships stuck in #Arctic ice as region freezes over in #bizarre reversal
https://t.co/fC8NPvowWa https://t.co/trzygXCUIR","[{'text': 'Climatechange', 'indices': [0, 14]}, {'text': 'Arctic', 'indices': [31, 38]}, {'text': 'bizarre', 'indices': [69, 77]}]",2021-11-24 11:44:42
6462,POLANCO MUNICIPAL POLICE STATION,,"Global Warming and Climate Change Consciousness Week Celebration
#TeamZNPPO
#AlagangCarlos
#AlagangPNP
#WeServeAndProtect
#PulisNgPilipino https://t.co/11Dvfa19ex","[{'text': 'TeamZNPPO', 'indices': [65, 75]}, {'text': 'AlagangCarlos', 'indices': [76, 90]}, {'text': 'AlagangPNP', 'indices': [91, 102]}, {'text': 'WeServeAndProtect', 'indices': [103, 121]}, {'text': 'PulisNgPilipino', 'indices': [122, 138]}]",2021-11-24 11:43:20
6463,𝙃𝙖𝙨𝙨𝙖𝙗𝙖𝙡𝙡𝙖,Earth,Climate change is the latest in a series of global warming catastrophes #COP26 #Climateacion https://t.co/OCtFiYYCL9,"[{'text': 'COP26', 'indices': [72, 78]}, {'text': 'Climateacion', 'indices': [79, 92]}]",2021-11-24 11:41:22
6464,Independent Climate,,"Albatross ‘divorce’ rates up due to climate change, study finds https://t.co/raLjhqOxmv",[],2021-11-24 11:38:02
6465,Nick Howes,UK,"@cosmos4u But yes, I'll let those who know more about climate change/global warming/pandemics, plastic oceans etc focus on those key problems.. I'll just carry on my day job looking at how to keep our nation safe from Russia/China etc, and how those ASAT tests are making it so much harder",[],2021-11-24 11:33:52
6466,Sam Gatige Gathari,,"@patriciakombo @GenUKenya @unhabitatyouth @FoundationVeer @KenyaGovernors @Top35Under35 @Agnes_Kalibata @UNICEFKenya @UNDP @StateHouseKenya @UKaid @EUinKenya @GermanyinKenya Absolutely knowledge is power 🙌.. with it, this generation will be in a position to honestly deal with their vulnerability, because they are the most affected by the effects of global warming and climate change..#saveplanetearth","[{'text': 'saveplanetearth', 'indices': [386, 402]}]",2021-11-24 11:31:49
6467,Sam Gatige Gathari,,@nitinchangrawat @Save0urForests Amazing 😍👌..beautiful ❤️ creature indeed.. this is due the loss of biodiversity caused by none other than global warming and climate change included besides other causes..#saveplanetearth,"[{'text': 'saveplanetearth', 'indices': [204, 220]}]",2021-11-24 11:23:23
6468,Capt. Price™,"Nairobi, Kenya","Global warming is here, because this heat is way too high. Climate change will kick our asses a good one, like we haven’t had the annual short rain season, na bado",[],2021-11-24 11:20:59
6469,Greta Thunberg News,The Planet,"Global warming to hit India the worst in Asia by 2070
https://t.co/8OMZ3MqqMe",[],2021-11-24 11:20:06
6470,Dr Nina Baker,Scotland,"@ncdominie I can provide evidence. The annual KPI is unlikely to be met although the whole REF period is probably OK.
Blame climate change and ask what the VDP is doing personally to reduce global warming. https://t.co/MayY1n8hIz",[],2021-11-24 11:18:55
6471,Earthr.org,,"#Globalwarming to hit #India the worst in #Asia by 2070
https://t.co/PGaglt26lV
Over 9 billion across the #world likely to be exposed to annual average #temperatures experienced only in the hottest #deserts","[{'text': 'Globalwarming', 'indices': [0, 14]}, {'text': 'India', 'indices': [22, 28]}, {'text': 'Asia', 'indices': [42, 47]}, {'text': 'world', 'indices': [106, 112]}, {'text': 'temperatures', 'indices': [152, 165]}, {'text': 'deserts', 'indices': [198, 206]}]",2021-11-24 11:16:02
6472,Sam Gatige Gathari,,"@UN Everyone around the globe should actually talk less and act more than ever.. because it's quite obvious that, the greatest threat faced by this generation is global warming and climate change..#saveworldsavelives","[{'text': 'saveworldsavelives', 'indices': [197, 216]}]",2021-11-24 11:14:01
6473,Ben See,"Paris, France","4. Progress?! We must support independent media to smash myths spread by corporate journalists/editors for the system changes necessary for any hope of a chance of decent survival.

We're still on track for 2C by the 2040s followed by 3C-5C sooner or later.https://t.co/XZgczV2iM1",[],2021-11-24 11:12:59
6474,Centurion,Australia,"When BOM realised that it wasn’t going to be warm enough to declare climate change and global warming with the entire east coast under days of torrential rain, they declared a La Ninia to ensure they could keep the their global hoax strategy running with the lemmings and the MSM",[],2021-11-24 11:04:01
6475,Ben See,"Paris, France","3. Food systems are responsible for a third of human-caused greenhouse gas emissions

Even if the world stopped burning fossil fuels immediately, global food system emissions could still push global temperatures over the 1.5C warming threshold

Tweaking? 🤔https://t.co/hbvusJXPA4",[],2021-11-24 11:01:58
6476,Michael Clemence,London,@benatipsos @SamAlvis2 @samuelhall0 We don't have too much as interviewers code most responses on the phone - looking at October the open ends are 90%+ climate change/global warming with some sewage and waste disposal mixed in...,[],2021-11-24 11:01:57
6477,Varun,Internet Jungle,"It might cost $131 trillion as companies and countries try to address climate change.

#climatechange #ClimateAction 

https://t.co/lWjd5khlUo","[{'text': 'climatechange', 'indices': [87, 101]}, {'text': 'ClimateAction', 'indices': [102, 116]}]",2021-11-24 10:55:02
6478,Ben See,"Paris, France","2. “It is well understood that [aerosols’] presence is masking a substantial amount of greenhouse gas warming,”

This puts our increasingly interdependent global civilization in a tough bind.'

https://t.co/tBTEP7JQQ3",[],2021-11-24 10:53:43
6479,Dr John Simpson PhD MBE (RGJ),United Kingdom,"Ever wonder why they changed it from ""Global Warming"" to ""Climate Change/Crisis""? Wonder no more.

🤔😒🙄🤦‍♂️

https://t.co/WxUvHsPbwP",[],2021-11-24 10:52:59
6480,Justiss Goode,"Los Angeles, Ca.","Global Warming is Causing Climate Change and Maybe Even a Rainy Day | by Justiss Goode | Jul, 2021 | Medium - via @pensignal  Read this thought provoking story https://t.co/SZoWGKxAZw and don't forget to share your thoughts.",[],2021-11-24 10:51:47
6481,Meteored | YourWeather,,"Atmospheric rivers 🌧 of the kind that caused chaos in parts of #Canada this month could become stronger and cause more damage in future.

https://t.co/8UnWdjbOvA","[{'text': 'Canada', 'indices': [63, 70]}]",2021-11-24 10:47:34
6482,Clif Mahon,"Hampton Roads, VA",The more they talk about “global warming” the colder it gets. So they had to re-brand the narrative to “climate change”. https://t.co/4daYKnQRnZ,[],2021-11-24 10:45:12
6483,Hemant,Bharat,"@GretaThunberg @Fridays4future @disharavii @PMOIndia

READ ALL 6 PARTS OF THE POST BELOW--
https://t.co/N6f2xylBE9

https://t.co/oBPLAlvdxj

https://t.co/arE6JVAmRj

https://t.co/IpDzvHcSHp

https://t.co/hKj1WzBAJO

https://t.co/bmrM7ylny0

search ""CAPT AJIT VADAKAYIL"" for truth https://t.co/ZFDU3qzqXQ",[],2021-11-24 10:43:32
6484,أبو الحسنات الصدیق,"London, Casablanca","When It Comes to Climate Change, Promises Matter @ArekSinanian https://t.co/fzVvq07IuV via @myfairobserver",[],2021-11-24 10:26:49
6485,Just Matt,Chicago,"Climate change means every bit helps and everyone should want to help fight global warming especially when it can be so easy. 
When you choose @Shop Pay you automatically become part of new trees be planted in the community.

https://t.co/ZiFSx9wGVd https://t.co/VJy19M3RxG",[],2021-11-24 10:18:31
6486,Robin Ashcroft,Lake District,@TrevorP96101851 Which is why anybody with any insight into the current situation refers to it as ‘Climate Change’ and not ‘Global Warming’. But it is happening!,[],2021-11-24 10:08:47
6487,WION,India,"A recent Royal Society study shows that climate change and warming waters are leading to higher break-up rates among black-browed albatrosses

https://t.co/liy2DJyhXK",[],2021-11-24 10:00:01
6488,J.Lats,space,"@kirstiealley Global warming, I mean climate change, I mean...",[],2021-11-24 09:48:08
6489,Spudulike65,kingdom of Fife ,Well #ClimateEmergency alarmists what's it to be then? Ice no ice? You can't claim everything is down to humankind! https://t.co/Jum4JO5OLw,"[{'text': 'ClimateEmergency', 'indices': [5, 22]}]",2021-11-24 08:52:46
6490,British Council,Kuwait,"Join our speakers @aecomuae @TrashTagKuwait &amp; @kisroffical for an evening of discussion on the role of smart cities in combating climate change, new concepts to tackle global warming, and overall the urgent challenge, moderated by @brett_lyons71 https://t.co/KayyV9Vlnt #UKAlumni","[{'text': 'UKAlumni', 'indices': [274, 283]}]",2021-11-24 08:41:49
6491,Philip Handley,,Climate change: Ships stuck in Arctic ice as region freezes over in bizarre reversal https://t.co/RtBXFJJDqj,[],2021-11-24 08:40:19
6492,John Sodeau,University College Cork,"@DrMariaNeira It’s air pollution that is the root cause of our day to day health problems (cardio, lung) we face. Your photo shows air pollution not global warming.  At root they are both caused by burning carbon. Climate change leads to big scale effects like heat stroke etc",[],2021-11-24 08:36:43
6493,Catoshi Nakamoto,A dying planet,"@5suspended6th @tyrion_chacha @ParveenKaswan Too many mistakes in just a single tweet.

global warming was a myth - totally incorrect
changed to climate change - totally incorrect 
climate never constant - dunno what this even mean  as this statement is 💯 incorrect  -  you  probably  confused  b/w  weather &amp;  climate",[],2021-11-24 08:35:00
6494,Torki Al Hemsh,Kuwait,@anasalhajji They replaced Global warming with Climate change..😅,[],2021-11-24 08:34:16
6495,🌴,,COP26 Prepared the World to Beat Climate Change - The Wall Street Journal https://t.co/bltnKEeIg9,[],2021-11-24 08:32:22
6496,Economic & Political Weekly,Mumbai,"The Glasgow conference (COP26 2021) has served global interest by keeping alive the possibility of achieving an overall target for limiting global warming, in keeping with the latest insights from climate science (Martin et al 2021). https://t.co/iN3CjC2lN5",[],2021-11-24 08:30:02
6497,Rukmani Varma 🇮🇳,New Delhi,"@ParveenKaswan Disappearance of glaciers...scary climate change, global warming scenarios.!",[],2021-11-24 08:26:49
6498,Lord Abraham Mutai,"Nairobi, Kenya","""To the Poor Africa countries, how can we talk about global warming when we are dying of hunger? Poverty will kill us first before the climate change does it."" - Shabbir, MP #BRIinKenya https://t.co/6pI0sZzmNh","[{'text': 'BRIinKenya', 'indices': [174, 185]}]",2021-11-24 08:23:56
6499,#Mr_420 🇰🇪,"Nairobi, Kenya",Wait for 'climate change and global warming' lockdowns https://t.co/HAyyYOmPTG,[],2021-11-24 08:16:20
6500,Mass Donus Chelawai,"Kampala, Uganda","When coal is burned to run industries, uniting with oxygen, it adds about 7,000,000,000 tons of carbon dioxide to the atmosphere yearly  leading to global warming. Reason to embrace hydro power, solar energy https://t.co/Z5Ugt7L7jB https://t.co/AauvS7qxgw",[],2021-11-24 08:14:30
6501,Jimbod the 2nd,,"@CromwellStuff @BorisJohnson They changed from ""man made global warming"", dropped the ""man made"", then switched to climate change as that's a catch all. 

Any change in climate can only be fixed by taxes and behaviour control. 

It's genius, they then roll out the brainwashing on MSM and the sheep suck it up",[],2021-11-24 08:14:28
6502,Me 🇮🇳,,@ParveenKaswan Climate change. Global warming. Tragic!,[],2021-11-24 08:07:52
6503,STARSCI YES-O CLUB 🌲,SRSTHS,"Content by: Franches Vergara
Design by: Sheendy Beljot, Nicole Cordero, &amp; Nezerene Malabug
Caption by: Reign Galang

#kabataanparasakalikasan

References:
https://t.co/W4PgbVEBsD
https://t.co/qVjSE0fQWv
https://t.co/SlvH3ANR6m
https://t.co/qmSEIacKtb
https://t.co/fWjTdJDVB3","[{'text': 'kabataanparasakalikasan', 'indices': [121, 145]}]",2021-11-24 07:59:29
6504,STARSCI YES-O CLUB 🌲,SRSTHS,"HEY HEY HEYY 📣

It's Global Warming and Climate Change Consciousness Week!!

Still curious on what this week is all about and why is it important? Hmmm... 🧐

Check this out!! 👇👇 https://t.co/Mqu1HCLZjB",[],2021-11-24 07:58:18
6505,Ro₿ Disobey,city of Zion,@Rudolf_H_ @TheVladCostea dont forget to wear triple mask to be protected from climate change and global warming 🤯,[],2021-11-24 07:56:52
6506,Ratul Banerjee,,@5suspended6th @tyrion_chacha @ParveenKaswan They didn’t “quietly” change it to climate change. Climate change encompasses much more than what global warming does. Global warming is a subset of climate change. Please stop conspiracy theorising for a change.,[],2021-11-24 07:50:45
6507,Geoffrey Myers,"Hillingdon, London",@normAL219 @lynes_george Damned climate change … Where Global Warming when it’s needed 🤣🤣,[],2021-11-24 07:42:52
6508,ULOMA,💐,"It’s quite interesting how many humans are more inclined to believe in something as vague, unreliable anecdotal as “end times,” but reject evidence-backed claims like. . . global warming and climate change?",[],2021-11-24 07:35:08
6509,Sam Gatige Gathari,,"@AaravSeth_ @arora4people @ErikSolheim @vanessa_vash @KaoHua3 @GretaThunberg @fazeelamubarak @WakioDorcas @pragyavats @KambojAnanya @KabilaObbo Keep it up 👍 young man..very exciting indeed because everyone of us around the globe,men and women, young and old can help limit global warming and climate change and take care of our beautiful planet..#saveplanetearth","[{'text': 'saveplanetearth', 'indices': [346, 362]}]",2021-11-24 07:33:19
6510,Aaron Kinney,Ministry of Truth,"@an_capitalist Record high arctic temps: proof of global warming.

Record low antarctic temps: proof of climate change.",[],2021-11-24 07:33:17
6511,Gadabout Politics🎙,,"@PrisonPlanet They don't call it 'Global Warming' anymore, &amp; haven't for sometime, as bollox like this contradicts the term...so they use, 'Climate Change', which no-one can deny, as that's what the climate has always done...even too lazy to say 'Man-made Climate Change' for the most part",[],2021-11-24 07:27:33
6512,Mike Bent,,"Climatic breakdown = increased climatic variability, not just warming. Hence, harvest failures, food shortages. The whole spectrum of change needs addressing:
https://t.co/NbREK3t236",[],2021-11-24 07:22:21
6513,Anandhusundar,"Cochin, India","@monikahalan Climate change ,global warming is not a myth. We need to work collectively to find better solutions . Crypto alone not the culprit. Don't project it such as. Proof of work to proof of stake. The industry is solving problems.",[],2021-11-24 07:22:18
6514,Melynda M Quinn,,"Our oceans are experiencing global warming. Ocean wildlife like dolphins and whales are suffering from warmer, more acidic oceans. Tell members of Congress to support the Ocean-Based Climate Solutions Act to protect our oceans from climate change. https://t.co/WRXQL329SL",[],2021-11-24 07:19:36
6515,RESIST TYRANNY,"South Florida,  USA NEW YORK C","If Biden went back to Trump-era energy policies, we would return to energy independence in a year. We are sitting on a clean, liquid gold mine of oil and natural gas. This is not about climate change or global warming. This is about gaining power over the American people. IMPEACH",[],2021-11-24 07:17:56
6516,Nickspirit,,@DavidSuzukiFDN Ian. Let’s assume we shutter every pipeline in Canada.  And all of Canada stops using natural gas and oil. Then what?  You realize climate change is a global issue and not a local issue?  You do realize that we can shut down all of Canada with no consequence to global warming?,[],2021-11-24 07:15:20
6517,FBA!,"Victoria Island, Lagos-Nigeria","@PrisonPlanet Global Warming Lies Galore as always!

This same thing has been happening at the Arctic in like forever before the beginning of Time!

Stop all these Climate Change Lies being pushed by the Deep State to take Control of the World!",[],2021-11-24 07:12:32
6518,"XavierC,LLC Sydney Chase",,"@Poppa_BearQ @ashleevance @johnkrausphotos Can we agree 1). TERM “Global Warming” has turned into a hostile issue of contention &amp; 2). Progress is slow due to the polarization of the different views on validity of the “science”, of “climate change”depending upon ones “filter” used to validate the merits of their position?",[],2021-11-24 05:49:14
6519,Austin Williams,London,"A call-out to all marginalised professions. If anyone feels left out of the climate change bandwagon, please simply Tweet ""Global Warming is destroying... [insert subject title here]"" to our Helpline. https://t.co/9TYpFjYBFm",[],2021-11-24 01:30:13
6520,Ttempo,,"@ollieinvests @WhisdaAngel @crypto_curious2 @Thecryptomist What we're going through is the grand solar minimum cycle. It will end in about 10 years. It used to be called global warming, once people realised it was a hoax, they rebranded it to climate change. Climate changes all the time. Don't believe the BS.",[],2021-11-24 01:08:25
6521,Paradise Lost,,@__Cassandra___ @ZZiillaa Global warming! Oh wait ... Climate change,[],2021-11-23 23:14:57
6522,Albatross,Minneapolis,"@rtsrichard @nealasher It was rebranded Climate Change because deniers deliberately misunderstand and misrepresent the overall impact of trapping heat in the atmosphere and post stupid ""Hurr, hurr, global warming"" comments every time a bunch of ships get trapped in some ice.",[],2021-11-23 22:57:42
6523,The Real JR,In a mask-free zone ,"Really?
The  Arctic is having  its coldest year on record 

But don’t tell Nippy or let the truth get in the way of your propaganda 

https://t.co/HeF5CagDmL https://t.co/eTpC5cqfG5",[],2021-11-23 20:41:01
6524,lina,The Netherlands,"the rise in domestic violence in greenland can be linked to global warming. basically, melting ice causes a lot of men to struggle in earning a livelihood for the family(--&gt; + DV)... really brings the effects of climate change home &amp; shows how women are always on the losing end.",[],2021-12-01 23:59:13
6525,MAGA Patriot! 1871-The 19th President,,"Oh brother! - same old song different year!
Look back at all the end of times predictions because of global warming, climate change, etc.  All by design to create fear and taxation!  Time to wake up now! https://t.co/AW4YJcEjug",[],2021-12-01 23:55:31
6526,"Tom Gillispie, LET'S KEEP NATURE LOOKING NATURAL","Rural Hall, NC","#environment Links to CLIMATE CHANGE #climatechange #climate #change #global #warming #CO2 #preserve_nature
https://t.co/QCcFzGAdD2 https://t.co/ipL0ismGyM","[{'text': 'environment', 'indices': [0, 12]}, {'text': 'climatechange', 'indices': [37, 51]}, {'text': 'climate', 'indices': [52, 60]}, {'text': 'change', 'indices': [61, 68]}, {'text': 'global', 'indices': [69, 76]}, {'text': 'warming', 'indices': [77, 85]}, {'text': 'CO2', 'indices': [86, 90]}, {'text': 'preserve_nature', 'indices': [91, 107]}]",2021-12-01 23:49:52
6527,🍭~_~🍭,United States,It's December 1st and I'm sweating and hot. Freaking global warming and climate change. Oy vey. 🥵,[],2021-12-01 23:28:24
6528,FRONTLINE,,"Based on years of reporting, @katieworth found many U.S. children don’t believe in human-caused global warming, in part because of how climate change is being taught in American classrooms. https://t.co/LeAIi9lbMp",[],2021-12-01 23:25:01
6529,The Yucatan Times,"Merida, Yucatan",Oceanic oxygen levels threatened by global warming and climate change https://t.co/zL7e5F4w7l,[],2021-12-01 23:08:08
6530,Dr Rais Irfan Ahmed,"Derby,  UK","@YasirPirzada Fantastic job Pirzada Sahib; it’s not only a very helpful summary of Global Warming and its impact but also a call for action. Pakistan is totally dependent on non-polar glacial ice for freshwater, its people stand to lose sustenance due to climate change. https://t.co/sdzun8s7Ug",[],2021-12-01 22:45:32
6531,Le Roy S. Rind IV,"Chanute, KS","@godless_mom Global warming, aka climate change. It's a bitch and it's only going to get worse. Humans are the next asteroid.",[],2021-12-01 22:40:24
6532,Mike Jensen,"Stonewall, Manitoba, Canada",Extreme Makeover: Human Activities Are Making Some Extreme Events More Frequent or Intense – Current news and data streams about global warming and climate change from NASA. https://t.co/ZSrXhWAii4,[],2021-12-01 22:02:40
6533,Ja_m_es_D,,@DavskiZ @theNewsfox @jordanbpeterson @VP I was just saying that I was aware of climate change. I then pointed out that the latest drive was against global warming. If this has somehow upset you I apologise.,[],2021-12-01 21:34:57
6534,Businessweek,"Homes, screens, and stores","In August Hoesung Lee guided almost 200 countries to unanimous agreement on a report that found humanity has raised the global temperature by 1.1C, making the planet hotter than it’s been in 125,000 years https://t.co/LfCq1PM0M6 #Bloomberg50","[{'text': 'Bloomberg50', 'indices': [229, 241]}]",2021-12-01 21:33:56
6535,⛈ JF TSRA JF ⛈,Within Schwarzschild Radius,GOP denies climate change. How about we just call it global warming again?,[],2021-12-01 21:30:22
6536,Thomas,"Dublin City, Ireland",@BigJoeBastardi Joe I think your straight as a dye  and so right about the global warming or climate change do you think Dublin Ireland could be in for a cold snowy winter,[],2021-12-01 21:30:22
6537,Patrick Thompson,The dear green place,"@athenakugblenu I don't know how true it is. In movie ""Vice"", Dick Chenney asks focus group, ""Who agrees with global warming?""
No one likes it so Chenney says, ""We need to get rhetoric back from liberal media. What if we call it 'Climate Change'? Does that sound better?""
Everybody agrees.",[],2021-12-01 21:23:11
6538,Bloomberg Green,,"How climate change leads to greater risks of deadly hurricanes, typhoons, rainstorms, wildfires, heat and even cold https://t.co/lEOFI5gJYZ",[],2021-12-01 21:14:26
6539,YYZguy🇨🇦,,"@GeorgeHampton23 Global warming, but proof shows cooling so now called climate change 🤣",[],2021-12-01 21:08:03
6540,John Welford,UK,"For and against the ""97% Consensus"". The vast majority of the world’s climate scientists agree that global warming is largely man-made, but there are still many deniers with vested interests. https://t.co/f5hGRjmt4A",[],2021-12-01 21:00:18
6541,scottoreal,,"@pawlick4 @James62454018 @MaximeBernier It’s actually called “global warming”. ‘Climate change’ was a term popularized by Karl Rove- do you know who that is? And their plan is working perfectly- good job Mr. Freethinker, don’t let atmospheric scientists or oceanographers manipulate you… listen to chevron and Exxon",[],2021-12-01 20:46:16
6542,Jan Carla,,"@ChrisMartzWX @ClimateRealists Don't sell them short. Why do you think they went from global warming to climate change?

They will say the record cold is a result of climate change.",[],2021-12-01 20:30:17
6543,Soul & Art,,"Tomorrowland 😶‍🌫️ from Wanderlust Soul collection

Global warming, globalization, climate change: how Earth will be in the next 50 years? Will we be able to enjoy a simple day sitting in the grass in front of a lake?

#NFT #NFTCommunity #NFTCollection #NFTArt #NFTDrop #WAGMI https://t.co/dIH705lIEU","[{'text': 'NFT', 'indices': [218, 222]}, {'text': 'NFTCommunity', 'indices': [223, 236]}, {'text': 'NFTCollection', 'indices': [237, 251]}, {'text': 'NFTArt', 'indices': [252, 259]}, {'text': 'NFTDrop', 'indices': [260, 268]}, {'text': 'WAGMI', 'indices': [269, 275]}]",2021-12-01 20:25:43
